rank,country,region,score,gdp,health_life_expectancy,freedom,perceptions_of_corruption,generosity,dystopia_residual
1,Norway,Western Europe,7.537000179,1.616463184,0.796666503,0.635422587,0.315963835,0.362012237,2.277026653
2,Denmark,Western Europe,7.521999836,1.4823830130000002,0.792565525,0.6260067220000001,0.400770068,0.355280489,2.3137073519999998
3,Iceland,Western Europe,7.504000187000001,1.48063302,0.8335521220000001,0.627162635,0.153526559,0.47554022100000004,2.322715282
4,Switzerland,Western Europe,7.493999958,1.5649795530000001,0.858131289,0.620070577,0.367007285,0.290549278,2.276716232
5,Finland,Western Europe,7.468999863,1.443571925,0.80915767,0.6179508570000001,0.38261154299999994,0.24548277300000002,2.430181503
6,Netherlands,Western Europe,7.376999855,1.503944635,0.810696125,0.585384488,0.282661825,0.47048983,2.294804096
7,Canada,North America,7.315999985,1.479204416,0.834557652,0.611100912,0.287371516,0.435539722,2.187264442
8,New Zealand,Australia and New Zealand,7.31400013,1.405706048,0.8167597059999999,0.61406213,0.382816702,0.500005126,2.046456337
9,Sweden,Western Europe,7.28399992,1.494387269,0.830875158,0.612924099,0.384398729,0.385399252,2.097537994
10,Australia,Australia and New Zealand,7.28399992,1.484414935,0.843886793,0.6016073820000001,0.30118373,0.47769925,2.0652108190000003
11,Israel,Middle East and Northern Africa,7.212999821,1.375382423,0.838404,0.405988604,0.0852421,0.330082655,2.801757336
12,Costa Rica,Latin America and Caribbean,7.078999996,1.109706283,0.759509265,0.58013165,0.10010658900000001,0.214613229,2.898639202
13,Austria,Western Europe,7.006000042,1.4870972630000001,0.8153284190000001,0.56776619,0.221060365,0.316472322,2.138506413
14,United States,North America,6.993000031,1.546259284,0.7742866279999999,0.5057405229999999,0.135638788,0.392578781,2.218113422
15,Ireland,Western Europe,6.977000237,1.535706639,0.809782624,0.573110342,0.298388153,0.427858323,1.7738690380000002
16,Germany,Western Europe,6.951000214,1.4879233840000001,0.798950732,0.562511384,0.276731938,0.33626917,2.015769958
17,Belgium,Western Europe,6.890999794,1.463780761,0.8180918690000001,0.539770722,0.251343131,0.231503338,2.124210358
18,Luxembourg,Western Europe,6.862999916000001,1.7419435980000002,0.845089495,0.596627891,0.318834424,0.28318098199999997,1.6195120809999999
19,United Kingdom,Western Europe,6.714000225,1.44163394,0.8053359390000001,0.508190036,0.265428066,0.492774159,1.704143524
20,Chile,Latin America and Caribbean,6.65199995,1.25278461,0.819479704,0.37689527899999997,0.082287982,0.32666242100000004,2.509585857
21,United Arab Emirates,Middle East and Northern Africa,6.647999763,1.626343369,0.7267982359999999,0.60834527,0.324489564,0.36094194700000004,1.734703541
22,Brazil,Latin America and Caribbean,6.635000229,1.10735321,0.616552353,0.437453747,0.111092761,0.162349895,2.769267082
23,Czech Republic,Central and Eastern Europe,6.609000206,1.352682352,0.7544440029999999,0.49094617399999996,0.036872927,0.088106759,2.451861858
24,Argentina,Latin America and Caribbean,6.598999977,1.1852954629999999,0.6951370840000001,0.494519204,0.059739888,0.109457061,2.614005327
25,Mexico,Latin America and Caribbean,6.578000069,1.153183818,0.709978998,0.412730008,0.132774115,0.12099043300000001,2.837154865
26,Singapore,Southeastern Asia,6.5720000270000005,1.69227767,0.949492395,0.549840569,0.464307785,0.34596598100000003,1.2163620000000002
27,Malta,Western Europe,6.52699995,1.343279839,0.8219442370000001,0.588767052,0.153066069,0.574730575,1.556862831
28,Uruguay,Latin America and Caribbean,6.453999996,1.217559695,0.7192168240000001,0.5793922539999999,0.178061873,0.17509692899999998,2.1724095340000003
29,Guatemala,Latin America and Caribbean,6.453999996,0.8720019459999999,0.54023999,0.531310618,0.077223279,0.283488393,2.8938910960000004
30,Panama,Latin America and Caribbean,6.452000141,1.233748436,0.706156135,0.550026834,0.070983924,0.210556939,2.307199955
31,France,Western Europe,6.441999912000001,1.430923462,0.844465852,0.470222116,0.172502428,0.129762307,2.0059547419999997
32,Thailand,Southeastern Asia,6.423999786,1.127868772,0.647239029,0.580200732,0.031612735,0.57212311,2.039508343
33,Taiwan Province of China,Eastern Asia,6.421999931,1.4336265330000002,0.7939842340000001,0.361466587,0.063829236,0.258360475,2.1266074180000003
34,Spain,Western Europe,6.402999877999999,1.384397864,0.8889606,0.40878123,0.070914097,0.190133572,1.92775774
35,Qatar,Middle East and Northern Africa,6.375,1.870765686,0.710098088,0.604130983,0.439299256,0.33047387,1.14546442
36,Colombia,Latin America and Caribbean,6.3569998739999996,1.070622325,0.5950279239999999,0.477487415,0.046668742,0.149014473,2.616068125
37,Saudi Arabia,Middle East and Northern Africa,6.343999863,1.530623555,0.59014833,0.449750572,0.273432255,0.14761601400000002,2.065429688
38,Trinidad and Tobago,Latin America and Caribbean,6.168000221000001,1.361355901,0.519983292,0.518630743,0.008964816,0.325296462,2.053247452
39,Kuwait,Middle East and Northern Africa,6.105000018999999,1.6329524519999998,0.632105708,0.49633759299999997,0.21515955,0.22828979800000002,1.640425205
40,Slovakia,Central and Eastern Europe,6.09800005,1.325393558,0.7127329109999999,0.295817465,0.024210852,0.136544481,2.0977766509999998
41,Bahrain,Middle East and Northern Africa,6.086999893,1.488412261,0.653133035,0.5367469189999999,0.25704217,0.17266848699999998,1.656149387
42,Malaysia,Southeastern Asia,6.084000111,1.29121542,0.618784428,0.40226498200000005,0.065600708,0.41660893,2.004448891
43,Nicaragua,Latin America and Caribbean,6.071000099,0.737299204,0.653095961,0.447551847,0.13068798199999998,0.30167421699999997,2.513930559
44,Ecuador,Latin America and Caribbean,6.007999897,1.0008203979999999,0.6856362220000001,0.45519819899999997,0.140134647,0.150112465,2.290352583
45,El Salvador,Latin America and Caribbean,6.002999783,0.9097844959999999,0.596018553,0.43245253,0.08998096,0.078257985,2.714593887
46,Poland,Central and Eastern Europe,5.97300005,1.291787863,0.699475348,0.520342112,0.059307806,0.15846596699999999,1.7977228159999998
47,Uzbekistan,Central and Eastern Europe,5.971000195,0.786441088,0.498272628,0.658248663,0.24652822300000002,0.415983647,1.816913605
48,Italy,Western Europe,5.964000225,1.395066619,0.8531443479999999,0.256450713,0.028028091,0.17278964800000002,1.813312054
49,Russia,Central and Eastern Europe,5.962999821,1.2817780970000001,0.547349334,0.37378311200000003,0.032962881,0.052263822,2.205607414
50,Belize,Latin America and Caribbean,5.9559998510000005,0.9079753159999999,0.450191766,0.547509372,0.09658107199999999,0.240015641,2.631955624
51,Japan,Eastern Asia,5.920000076,1.4169151780000002,0.9134758709999999,0.505625546,0.163760737,0.12057276800000001,1.363223553
52,Lithuania,Central and Eastern Europe,5.90199995,1.314582348,0.62894994,0.234231785,0.011865643,0.010164656999999999,2.228440523
53,Algeria,Middle East and Northern Africa,5.872000217,1.091864467,0.6175846460000001,0.233335808,0.14609611,0.069436647,2.5676038269999997
54,Latvia,Central and Eastern Europe,5.849999905,1.260748625,0.638566971,0.325707912,0.073842727,0.153074786,1.993655205
55,South Korea,Eastern Asia,5.837999821,1.4016784430000002,0.9002140759999999,0.257921666,0.063282669,0.206674367,1.880378008
56,Moldova,Central and Eastern Europe,5.837999821,0.72887063,0.589465201,0.24072904899999997,0.010091286,0.208779126,2.807808399
57,Romania,Central and Eastern Europe,5.8249998089999995,1.217683911,0.685158312,0.45700374200000005,0.004387901,0.13351991800000002,2.176831484
58,Bolivia,Latin America and Caribbean,5.822999954,0.8337565659999999,0.47363025,0.558732927,0.060477725999999996,0.225560725,2.443279028
59,Turkmenistan,Central and Eastern Europe,5.8220000270000005,1.130776763,0.43772608,0.418271929,0.25927034,0.24992498800000001,1.832909822
60,Kazakhstan,Central and Eastern Europe,5.818999767,1.28455627,0.606041551,0.43745428299999994,0.11928288599999999,0.201964423,1.784892559
61,North Cyprus,Western Europe,5.809999942999999,1.346911311,0.834647238,0.471203625,0.155353352,0.266845703,1.549157619
62,Slovenia,Central and Eastern Europe,5.757999897,1.341205955,0.790828228,0.572575808,0.04512897900000001,0.242649093,1.3133172990000002
63,Peru,Latin America and Caribbean,5.715000152999999,1.0352252720000001,0.6301661129999999,0.45000287899999997,0.047049087,0.126819715,2.20726943
64,Mauritius,Sub-Saharan Africa,5.629000187000001,1.189395547,0.638007462,0.49124732600000004,0.042181555,0.360933751,1.697583914
65,Cyprus,Western Europe,5.620999812999999,1.3559380769999998,0.8447147009999999,0.355111539,0.041237976,0.27125430100000003,1.621249199
66,Estonia,Central and Eastern Europe,5.611000061,1.32087934,0.695168316,0.47913143,0.18324892199999998,0.098890811,1.357508659
67,Belarus,Central and Eastern Europe,5.568999767,1.15655756,0.637714267,0.29540026199999997,0.156313822,0.155137509,1.723232985
68,Libya,Middle East and Northern Africa,5.525000095,1.101803064,0.52016902,0.46573323,0.09261021,0.152073666,1.8350112440000002
69,Turkey,Middle East and Northern Africa,5.5,1.1982743740000001,0.637605608,0.30074059999999997,0.09967158,0.046693042000000004,1.879277945
70,Paraguay,Latin America and Caribbean,5.493000031,0.932537317,0.579250693,0.47350779200000004,0.09106591300000001,0.224150658,1.68533349
71,"Hong Kong S.A.R., China",Eastern Asia,5.472000122000001,1.551674843,0.943062425,0.490968645,0.29393374899999997,0.374465793,0.554633141
72,Philippines,Southeastern Asia,5.429999828,0.857699215,0.468009055,0.5852146739999999,0.099331893,0.19351342300000002,1.9726047519999999
73,Serbia,Central and Eastern Europe,5.394999981000001,1.069317579,0.650784671,0.208715528,0.040903781,0.220125884,1.9470844269999998
74,Jordan,Middle East and Northern Africa,5.335999966,0.9910123940000001,0.604590058,0.418421149,0.11980327199999999,0.17217046,1.791176558
75,Hungary,Central and Eastern Europe,5.323999882,1.286011934,0.687763453,0.175863519,0.036636937,0.078401662,1.716459274
76,Jamaica,Latin America and Caribbean,5.31099987,0.9255793090000001,0.641022384,0.474307239,0.055267780999999995,0.233818337,1.6123256680000002
77,Croatia,Central and Eastern Europe,5.293000221000001,1.222556233,0.7012885209999999,0.255772293,0.04310311,0.248002976,1.854492426
78,Kosovo,Central and Eastern Europe,5.278999805,0.9514843820000001,0.54145205,0.260287941,0.057471617999999995,0.319931448,2.010540724
79,China,Eastern Asia,5.2729997630000005,1.0811657909999999,0.741415501,0.472787708,0.022794275,0.028806841,1.7649385930000001
80,Pakistan,Southern Asia,5.269000053,0.7268835309999999,0.402047783,0.23521526199999998,0.12434806699999999,0.31544601899999997,2.79248929
81,Indonesia,Southeastern Asia,5.262000083999999,0.995538592,0.492345721,0.443323463,0.015317135,0.6117045879999999,1.429476976
82,Venezuela,Latin America and Caribbean,5.25,1.128431201,0.617144227,0.153997123,0.064491123,0.06501963,1.7894637580000001
83,Montenegro,Central and Eastern Europe,5.236999989,1.121129036,0.667464674,0.194989055,0.088174194,0.197911024,1.729191542
84,Morocco,Middle East and Northern Africa,5.235000134,0.878114581,0.597710669,0.408158332,0.08776318300000001,0.032209955,2.456189394
85,Azerbaijan,Central and Eastern Europe,5.234000206,1.153601766,0.540775776,0.398155838,0.180987507,0.04526934,1.7624816890000001
86,Dominican Republic,Latin America and Caribbean,5.230000018999999,1.0793738370000001,0.574873745,0.552589834,0.11394525300000001,0.18696785,1.31946516
87,Greece,Western Europe,5.2270002369999995,1.2894874809999999,0.810198903,0.09573125099999999,0.043289777,0.0,1.749221563
88,Lebanon,Middle East and Northern Africa,5.224999905,1.0749875309999999,0.735081077,0.288515985,0.03751383,0.264450759,1.695073843
89,Portugal,Western Europe,5.195000172,1.315175295,0.7958435420000001,0.4984653,0.015869452,0.095102713,1.107682705
90,Bosnia and Herzegovina,Central and Eastern Europe,5.18200016,0.9824094179999999,0.7051863070000001,0.204403177,0.0,0.328867495,1.892172575
91,Honduras,Latin America and Caribbean,5.181000233,0.730573118,0.58256948,0.34807986,0.073345453,0.236188874,2.0658111569999997
92,Macedonia,Central and Eastern Europe,5.1750001910000005,1.0645779370000001,0.644948184,0.325905979,0.060277794,0.253760964,1.617469311
93,Somalia,Sub-Saharan Africa,5.151000023,0.022643184,0.11398913699999999,0.602126956,0.282410324,0.291631311,3.11748457
94,Vietnam,Southeastern Asia,5.073999882,0.788547575,0.652168989,0.571055591,0.08763323699999999,0.234968051,1.4623186590000001
95,Nigeria,Sub-Saharan Africa,5.073999882,0.783756256,0.05691573,0.394952565,0.026121566000000002,0.23094719600000002,2.365390539
96,Tajikistan,Central and Eastern Europe,5.040999889,0.524713635,0.529235125,0.47156670700000003,0.14637714599999999,0.248997644,1.84904933
97,Bhutan,Southern Asia,5.011000156000001,0.8854163890000001,0.495879292,0.5015376810000001,0.17338039,0.474054545,1.140184402
98,Kyrgyzstan,Central and Eastern Europe,5.004000187,0.596220076,0.5534577970000001,0.454943389,0.039439179,0.428580374,1.5367231369999999
99,Nepal,Southern Asia,4.961999893,0.47982019200000003,0.504130781,0.44030594799999995,0.072975546,0.394096166,1.891241074
100,Mongolia,Eastern Asia,4.954999924,1.0272358659999998,0.557783484,0.394143969,0.032902289,0.33846423,1.111292362
101,South Africa,Sub-Saharan Africa,4.828999996,1.054698706,0.18708007,0.479246736,0.072509497,0.13936238,1.5109086040000002
102,Tunisia,Middle East and Northern Africa,4.804999828,1.007265806,0.613212049,0.28968069,0.086723149,0.049693357,1.89025116
103,Palestinian Territories,Middle East and Northern Africa,4.775000095,0.716249228,0.565666974,0.254711062,0.08928260199999999,0.114173174,1.878890276
104,Egypt,Middle East and Northern Africa,4.735000134,0.989701807,0.520187259,0.282110155,0.114381365,0.128631443,1.7021610740000002
