rank,country,region,score,gdp,health_life_expectancy,freedom,perceptions_of_corruption,generosity,dystopia_residual
27,Chile,Latin America and Caribbean,6.67,1.10715,0.85857,0.44132,0.12869,0.33363000000000004,2.67585
28,Qatar,Middle East and Northern Africa,6.611000000000001,1.69042,0.79733,0.6404,0.52208,0.32573,1.55674
29,France,Western Europe,6.575,1.27778,0.9457899999999999,0.55011,0.20646,0.12332,2.21126
30,Argentina,Latin America and Caribbean,6.574,1.05351,0.78723,0.44974,0.08484,0.11450999999999999,2.8360000000000003
31,Czech Republic,Central and Eastern Europe,6.505,1.17898,0.84483,0.46363999999999994,0.02652,0.10686,2.67782
32,Uruguay,Latin America and Caribbean,6.485,1.06166,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
33,Colombia,Latin America and Caribbean,6.477,0.91861,0.69077,0.53466,0.0512,0.18400999999999998,2.85737
34,Thailand,Southeastern Asia,6.455,0.9669,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945
35,Saudi Arabia,Middle East and Northern Africa,6.4110000000000005,1.39541,0.72025,0.31048000000000003,0.32524000000000003,0.13706,2.43872
36,Spain,Western Europe,6.329,1.23011,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367
37,Malta,Western Europe,6.3020000000000005,1.2074,0.88721,0.60365,0.13585999999999998,0.51752,1.6488
38,Taiwan,Eastern Asia,6.297999999999999,1.29098,0.8753,0.3974,0.08129,0.25376,2.32323
39,Kuwait,Middle East and Northern Africa,6.295,1.5542200000000002,0.72492,0.55499,0.25609,0.16228,1.8763400000000001
40,Suriname,Latin America and Caribbean,6.269,0.99534,0.6082,0.5965699999999999,0.13633,0.16990999999999998,2.79094
41,Trinidad and Tobago,Latin America and Caribbean,6.167999999999999,1.21183,0.61483,0.55884,0.0114,0.31844,2.2688200000000003
42,El Salvador,Latin America and Caribbean,6.13,0.76454,0.67737,0.4035,0.11775999999999999,0.10692,3.035
43,Guatemala,Latin America and Caribbean,6.122999999999999,0.74553,0.64425,0.57733,0.09472,0.27489,2.74255
44,Uzbekistan,Central and Eastern Europe,6.002999999999999,0.63244,0.59772,0.6582100000000001,0.30826,0.22837,2.2374099999999997
45,Slovakia,Central and Eastern Europe,5.995,1.1689100000000001,0.7890199999999999,0.31751,0.03431,0.16893,2.2463900000000003
46,Japan,Eastern Asia,5.987,1.27074,0.99111,0.49615,0.1806,0.10705,1.68435
47,South Korea,Eastern Asia,5.984,1.24461,0.9653799999999999,0.33208000000000004,0.07857,0.18557,2.21978
48,Ecuador,Latin America and Caribbean,5.975,0.8640200000000001,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002
49,Bahrain,Middle East and Northern Africa,5.96,1.32376,0.74716,0.45492,0.306,0.17362,1.73797
50,Italy,Western Europe,5.9479999999999995,1.25114,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
51,Bolivia,Latin America and Caribbean,5.89,0.68133,0.5392,0.57414,0.08800000000000001,0.20536,2.82334
52,Moldova,Central and Eastern Europe,5.888999999999999,0.59448,0.61826,0.32818,0.01615,0.20951,3.10712
53,Paraguay,Latin America and Caribbean,5.877999999999999,0.75985,0.66098,0.53899,0.08242000000000001,0.3424,2.18896
54,Kazakhstan,Central and Eastern Europe,5.855,1.1225399999999999,0.64368,0.51649,0.08454,0.11827,2.24729
55,Slovenia,Central and Eastern Europe,5.848,1.18498,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999
56,Lithuania,Central and Eastern Europe,5.832999999999999,1.14723,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003
57,Nicaragua,Latin America and Caribbean,5.827999999999999,0.59325,0.7431399999999999,0.55475,0.19317,0.27815,2.32407
58,Peru,Latin America and Caribbean,5.824,0.9001899999999999,0.73017,0.41496000000000005,0.05989,0.14982,2.5945
59,Belarus,Central and Eastern Europe,5.813,1.0319200000000002,0.7360800000000001,0.37938,0.1909,0.11045999999999999,2.1309
60,Poland,Central and Eastern Europe,5.791,1.12555,0.77903,0.53122,0.04212,0.16759000000000002,1.86565
61,Malaysia,Southeastern Asia,5.77,1.12486,0.7239399999999999,0.5302399999999999,0.10500999999999999,0.33075,1.8854099999999998
62,Croatia,Central and Eastern Europe,5.7589999999999995,1.08254,0.78805,0.25883,0.0243,0.054439999999999995,2.75414
63,Libya,Middle East and Northern Africa,5.754,1.13145,0.7038,0.41668,0.11023,0.18295,2.0906599999999997
64,Russia,Central and Eastern Europe,5.716,1.13764,0.6692600000000001,0.36679,0.03005,0.00199,2.27394
65,Jamaica,Latin America and Caribbean,5.709,0.81038,0.6874100000000001,0.50442,0.02299,0.2123,2.32038
66,North Cyprus,Western Europe,5.695,1.2080600000000001,0.92356,0.49027,0.1428,0.26169000000000003,1.5988799999999999
67,Cyprus,Western Europe,5.689,1.20813,0.92356,0.40671999999999997,0.06146,0.30638000000000004,1.8893099999999998
68,Algeria,Middle East and Northern Africa,5.605,0.93929,0.61766,0.28579,0.17382999999999998,0.07822,2.43209
69,Kosovo,Central and Eastern Europe,5.5889999999999995,0.80148,0.63132,0.24749000000000002,0.04741,0.2831,2.76579
70,Turkmenistan,Central and Eastern Europe,5.547999999999999,0.95847,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
71,Mauritius,Sub-Saharan Africa,5.477,1.0076100000000001,0.7095,0.56066,0.07521,0.37744,1.76145
72,Hong Kong,Eastern Asia,5.474,1.38604,1.01328,0.59608,0.37124,0.39478,0.6542899999999999
73,Estonia,Central and Eastern Europe,5.428999999999999,1.15174,0.77361,0.44888,0.15184,0.0868,1.58782
74,Indonesia,Southeastern Asia,5.399,0.8282700000000001,0.63793,0.46611,0.0,0.51535,1.86399
75,Vietnam,Southeastern Asia,5.36,0.63216,0.7467600000000001,0.59444,0.10440999999999999,0.1686,2.20173
76,Turkey,Middle East and Northern Africa,5.332000000000001,1.06098,0.73172,0.22815,0.15746,0.12253,2.08528
77,Kyrgyzstan,Central and Eastern Europe,5.2860000000000005,0.47428000000000003,0.65088,0.43477,0.042319999999999997,0.3003,2.2327
78,Nigeria,Sub-Saharan Africa,5.268,0.65435,0.16007000000000002,0.34334000000000003,0.0403,0.27233,2.89319
79,Bhutan,Southern Asia,5.252999999999999,0.77042,0.57407,0.5320600000000001,0.15445,0.47998,1.63794
80,Azerbaijan,Central and Eastern Europe,5.212000000000001,1.02389,0.64045,0.3703,0.16065,0.07799,2.00073
81,Pakistan,Southern Asia,5.194,0.59543,0.51466,0.12102,0.10464000000000001,0.33671,3.1070900000000004
82,Jordan,Middle East and Northern Africa,5.192,0.9019799999999999,0.69639,0.40660999999999997,0.14293,0.11052999999999999,1.8799599999999999
82,Montenegro,Central and Eastern Europe,5.192,0.9743799999999999,0.72521,0.1826,0.14296,0.1614,2.10017
84,China,Eastern Asia,5.14,0.89012,0.81658,0.5169699999999999,0.02781,0.08185,1.8604
85,Zambia,Sub-Saharan Africa,5.129,0.47038,0.29924,0.48827,0.12468,0.19591,2.6343
86,Romania,Central and Eastern Europe,5.124,1.04345,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002
87,Serbia,Central and Eastern Europe,5.122999999999999,0.92053,0.74836,0.20107,0.02617,0.19230999999999998,2.025
88,Portugal,Western Europe,5.102,1.15991,0.8751899999999999,0.51469,0.01078,0.13719,1.26462
89,Latvia,Central and Eastern Europe,5.098,1.11312,0.72437,0.29671,0.06332,0.18225999999999998,1.62215
90,Philippines,Southeastern Asia,5.073,0.70532,0.58114,0.62545,0.12279000000000001,0.24991,1.7536
91,Somaliland region,Sub-Saharan Africa,5.0569999999999995,0.18847,0.43873,0.46581999999999996,0.39928,0.5031800000000001,2.11032
92,Morocco,Middle East and Northern Africa,5.013,0.7347899999999999,0.60954,0.41691000000000006,0.08546000000000001,0.07172,2.4537299999999997
93,Macedonia,Central and Eastern Europe,5.007,0.91851,0.73545,0.33457,0.053270000000000005,0.22359,1.7393299999999998
94,Mozambique,Sub-Saharan Africa,4.971,0.08308,0.09131,0.34037,0.15603,0.22269,3.05137
95,Albania,Central and Eastern Europe,4.959,0.8786700000000001,0.81325,0.35733000000000004,0.06412999999999999,0.14272,1.89894
96,Bosnia and Herzegovina,Central and Eastern Europe,4.949,0.8322299999999999,0.79081,0.09245,0.00227,0.24808000000000002,2.06367
97,Lesotho,Sub-Saharan Africa,4.898,0.37545,0.07612000000000001,0.31767,0.12504,0.16388,2.79832
98,Dominican Republic,Latin America and Caribbean,4.885,0.8953700000000001,0.66825,0.57672,0.14234000000000002,0.21684,1.21305
99,Laos,Southeastern Asia,4.876,0.5906600000000001,0.54909,0.59591,0.24249,0.42191999999999996,1.7379900000000001
100,Mongolia,Eastern Asia,4.874,0.82819,0.60268,0.43626000000000004,0.026660000000000003,0.3323,1.34759
101,Swaziland,Sub-Saharan Africa,4.867,0.71206,0.07566,0.30658,0.0306,0.18259,2.48676
102,Greece,Western Europe,4.857,1.15406,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
103,Lebanon,Middle East and Northern Africa,4.8389999999999995,1.0256399999999999,0.83947,0.33916,0.04582,0.21854,1.57059
104,Hungary,Central and Eastern Europe,4.8,1.12094,0.75905,0.32111999999999996,0.02758,0.128,1.24074
105,Honduras,Latin America and Caribbean,4.788,0.59532,0.6951,0.40148,0.06825,0.23026999999999997,1.84408
106,Tajikistan,Central and Eastern Europe,4.7860000000000005,0.39047,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003
107,Tunisia,Middle East and Northern Africa,4.739,0.88113,0.73793,0.26268,0.06358,0.06431,2.12466
108,Palestinian Territories,Middle East and Northern Africa,4.715,0.59867,0.66015,0.24499,0.12905,0.11250999999999999,2.0438400000000003
109,Bangladesh,Southern Asia,4.694,0.39753,0.60164,0.4082,0.12569,0.21222,2.51767
110,Iran,Middle East and Northern Africa,4.686,1.0088,0.69805,0.30033000000000004,0.058629999999999995,0.38086,1.6944
111,Ukraine,Central and Eastern Europe,4.681,0.79907,0.6739,0.25123,0.02961,0.15275,1.5714
112,Iraq,Middle East and Northern Africa,4.677,0.98549,0.60237,0.0,0.13788,0.17922000000000002,1.95335
113,South Africa,Sub-Saharan Africa,4.6419999999999995,0.9204899999999999,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998
114,Ghana,Sub-Saharan Africa,4.633,0.5455800000000001,0.40131999999999995,0.42341999999999996,0.04355,0.23087,2.30919
115,Zimbabwe,Sub-Saharan Africa,4.61,0.271,0.33475,0.25861,0.08079,0.18987,2.44191
116,Liberia,Sub-Saharan Africa,4.571000000000001,0.0712,0.34201,0.28531,0.06232000000000001,0.24361999999999998,2.7772900000000003
117,India,Southern Asia,4.565,0.64499,0.5152899999999999,0.39786,0.08492000000000001,0.26475,2.27513
118,Sudan,Sub-Saharan Africa,4.55,0.52107,0.36878,0.10081,0.1466,0.19062,2.20857
119,Haiti,Latin America and Caribbean,4.518,0.26673,0.38847,0.24425,0.17175,0.46187,2.24173
120,Congo (Kinshasa),Sub-Saharan Africa,4.5169999999999995,0.0,0.09806000000000001,0.22605,0.07625,0.24834,2.86712
121,Nepal,Southern Asia,4.513999999999999,0.35996999999999996,0.5687399999999999,0.38282,0.059070000000000004,0.32295999999999997,1.9563700000000002
122,Ethiopia,Sub-Saharan Africa,4.512,0.19072999999999998,0.44055,0.4345,0.15048,0.24325,2.44876
123,Sierra Leone,Sub-Saharan Africa,4.507,0.33024000000000003,0.0,0.4084,0.08786000000000001,0.21488000000000002,2.51009
124,Mauritania,Sub-Saharan Africa,4.436,0.45407,0.35874,0.24231999999999998,0.17461,0.21899999999999997,2.11773
125,Kenya,Sub-Saharan Africa,4.419,0.36471,0.41435,0.42215,0.05839,0.37542,1.78555
126,Djibouti,Sub-Saharan Africa,4.369,0.44025,0.36291,0.46074,0.28105,0.18093,2.05125
127,Armenia,Central and Eastern Europe,4.35,0.7682100000000001,0.7299,0.19847,0.039,0.07855,1.75873
128,Botswana,Sub-Saharan Africa,4.332,0.99355,0.047760000000000004,0.49495,0.12474,0.10461,1.46181
129,Myanmar,Southeastern Asia,4.3069999999999995,0.27108000000000004,0.48246000000000006,0.44017,0.19034,0.79588,1.41805
130,Georgia,Central and Eastern Europe,4.297,0.7419,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
131,Malawi,Sub-Saharan Africa,4.292,0.016040000000000002,0.22562,0.43054,0.06977,0.33128,2.8079099999999997
132,Sri Lanka,Southern Asia,4.271,0.83524,0.70806,0.5372600000000001,0.09179,0.40828000000000003,0.67108
133,Cameroon,Sub-Saharan Africa,4.252,0.4225,0.23401999999999998,0.49309,0.05786,0.20618000000000003,1.95071
134,Bulgaria,Central and Eastern Europe,4.218,1.01216,0.76649,0.30587,0.00872,0.11921,0.89991
135,Egypt,Middle East and Northern Africa,4.194,0.8818,0.61712,0.17288,0.06324,0.11291,1.59927
136,Yemen,Middle East and Northern Africa,4.077,0.5464899999999999,0.40064,0.35570999999999997,0.07854,0.09131,1.92313
137,Angola,Sub-Saharan Africa,4.033,0.75778,0.16683,0.10384000000000002,0.07122,0.12344000000000001,1.9493900000000002
138,Mali,Sub-Saharan Africa,3.995,0.26074,0.20583,0.38856999999999997,0.12352,0.18798,1.79293
139,Congo (Brazzaville),Sub-Saharan Africa,3.989,0.67866,0.31051,0.41466000000000003,0.11685999999999999,0.12387999999999999,1.68135
140,Comoros,Sub-Saharan Africa,3.9560000000000004,0.23906,0.36315,0.22916999999999998,0.19899999999999998,0.17440999999999998,1.95812
141,Uganda,Sub-Saharan Africa,3.931,0.21101999999999999,0.33860999999999997,0.45726999999999995,0.07267,0.29066,1.42766
142,Senegal,Sub-Saharan Africa,3.904,0.36498,0.4354,0.36772,0.10712999999999999,0.20843000000000003,1.44395
143,Gabon,Sub-Saharan Africa,3.8960000000000004,1.06024,0.43372,0.31914000000000003,0.11091,0.06822,0.99895
144,Niger,Sub-Saharan Africa,3.845,0.0694,0.29707,0.47691999999999996,0.15639,0.19387000000000001,1.87877
145,Cambodia,Southeastern Asia,3.819,0.46038,0.61114,0.66246,0.07247,0.40359,0.98195
146,Tanzania,Sub-Saharan Africa,3.781,0.2852,0.38215,0.32878,0.05747000000000001,0.34376999999999996,1.38079
147,Madagascar,Sub-Saharan Africa,3.681,0.20824,0.46721,0.19184,0.08123999999999999,0.21333000000000002,1.851
148,Central African Republic,Sub-Saharan Africa,3.678,0.0785,0.06699,0.48878999999999995,0.08288999999999999,0.23835,2.7223
149,Chad,Sub-Saharan Africa,3.667,0.34193,0.1501,0.23501,0.05269,0.18386,1.9429599999999998
150,Guinea,Sub-Saharan Africa,3.656,0.17417,0.24009,0.37725,0.12139000000000001,0.28657,1.9917200000000002
151,Ivory Coast,Sub-Saharan Africa,3.655,0.46534,0.15185,0.46866,0.17922000000000002,0.20165,1.41723
152,Burkina Faso,Sub-Saharan Africa,3.5869999999999997,0.25811999999999996,0.27125,0.39493,0.12832000000000002,0.21746999999999997,1.46494
153,Afghanistan,Southern Asia,3.575,0.31982,0.30335,0.23414000000000001,0.09719,0.3651,1.9521
154,Rwanda,Sub-Saharan Africa,3.465,0.22208000000000003,0.42863999999999997,0.59201,0.55191,0.22628,0.67042
155,Benin,Sub-Saharan Africa,3.34,0.28665,0.3191,0.4845,0.0801,0.1826,1.6332799999999998
156,Syria,Middle East and Northern Africa,3.0060000000000002,0.6632,0.7219300000000001,0.15684,0.18905999999999998,0.47179,0.32858000000000004
157,Burundi,Sub-Saharan Africa,2.905,0.0153,0.22396,0.1185,0.10062,0.19727,1.83302
158,Togo,Sub-Saharan Africa,2.839,0.20868,0.28443,0.36453,0.10730999999999999,0.16680999999999999,1.56726
